Serial|Year|Award|Winner|Film|Names,,,,,,,,,,,
3442|1988|Film Editing|0|Mississippi Burning |Gerry Hambling,,,,,,,,,,,
3443|1988|Sound|0|Mississippi Burning |Robert Litt, Elliot Tyson, Rick Kline, Danny Michael,,,,,,,,
3444|1950|Actor in a Supporting Role|0|Mister 880|Edmund Gwenn,,,,,,,,,,,
3445|1966|Art Direction (Black and White)|0|Mister Buddwing |Art Direction: George W. Davis, Paul Groesse; Set Decoration: Henry Grace, Hugh Hunt,,,,,,,,,
3446|1966|Costume Design (Black and White)|0|Mister Buddwing |Helen Rose,,,,,,,,,,,
3447|1956|Short Subject (Cartoon)|1|Mister Magoo's Puddle Jumper |Stephen Bosustow, Producer,,,,,,,,,,
3448|1955|Actor in a Supporting Role|1|Mister Roberts|Jack Lemmon,,,,,,,,,,,
3449|1955|Best Motion Picture|0|Mister Roberts |Leland Hayward, Producer,,,,,,,,,,
3450|1955|Sound Recording|0|Mister Roberts |Warner Brothers Studio Sound Department, William A. Mueller, Sound Director,,,,,,,,,
3451|1953|Actress|0|Mogambo|Ava Gardner,,,,,,,,,,,
3452|1953|Actress in a Supporting Role|0|Mogambo|Grace Kelly,,,,,,,,,,,
3453|1977|Music (Original Score)|0|Mohammad - Messenger of God |Maurice Jarre,,,,,,,,,,,
3454|1985|Short Film (Live Action)|1|Molly's Pilgrim |Jeff Brown and Chris Pelzer, Producers,,,,,,,,,,
3455|1980|Writing (Screenplay Written Directly for the Screen)|0|Mon Oncle D'Amerique |Jean Gruault,,,,,,,,,,,
3456|1986|Actor in a Leading Role|0|Mona Lisa|Bob Hoskins,,,,,,,,,,,
3457|1992|Short Film (Animated)|1|Mona Lisa Descending a Staircase |Joan C. Gratz,,,,,,,,,,,
3458|2012|Documentary (Short Subject)|0|Mondays at Racine |Cynthia Wade and Robin Honan,,,,,,,,,,,
3459|2011|Actor in a Leading Role|0|Moneyball|Brad Pitt,,,,,,,,,,,
3460|2011|Actor in a Supporting Role|0|Moneyball|Jonah Hill,,,,,,,,,,,
3461|2011|Best Picture|0|Moneyball |Michael De Luca, Rachael Horovitz and Brad Pitt, Producers,,,,,,,,,
3462|2011|Film Editing|0|Moneyball |Christopher Tellefsen,,,,,,,,,,,
3463|2011|Sound Mixing|0|Moneyball |Deb Adair, Ron Bochar, David Giammarco and Ed Novick,,,,,,,,,
3464|2011|Writing (Adapted Screenplay)|0|Moneyball |Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,,,,,,,,,,,
3465|2007|Foreign Language Film|0|Mongol |Kazakhstan,,,,,,,,,,,
3466|2011|Foreign Language Film|0|Monsieur Lazhar |Canada,,,,,,,,,,,
3467|1975|Short Film (Animated)|0|Monsieur Pointu |Ren?© Jodoin, Bernard Longpr?© and Andr?© Leduc, Producers,,,,,,,,,
3468|2003|Actress in a Leading Role|1|Monster|Charlize Theron,,,,,,,,,,,
3469|2006|Animated Feature Film|0|Monster House |Gil Kenan,,,,,,,,,,,
3470|2001|Actress in a Leading Role|1|Monster's Ball|Halle Berry,,,,,,,,,,,
3471|2001|Writing (Screenplay Written Directly for the Screen)|0|Monster's Ball |Written by Milo Addica & Will Rokos,,,,,,,,,,,
3472|2001|Animated Feature Film|0|Monsters, Inc. |Pete Docter, John Lasseter,,,,,,,,,
3473|2001|Music (Original Score)|0|Monsters, Inc. |Randy Newman,,,,,,,,,,
3474|2001|Sound Editing|0|Monsters, Inc. |Gary Rydstrom, Michael Silvers,,,,,,,,,
3475|1967|Documentary (Short Subject)|0|Monument to the Dream |Charles E. Guggenheim, Producer,,,,,,,,,,
3476|1959|Short Subject (Cartoon)|1|Moonbird |John Hubley, Producer,,,,,,,,,,
3477|1979|Visual Effects|0|Moonraker |Derek Meddings, Paul Wilson, John Evans,,,,,,,,,
3478|2012|Writing (Original Screenplay)|0|Moonrise Kingdom |Written by Wes Anderson & Roman Coppola,,,,,,,,,,,
3479|1987|Actor in a Supporting Role|0|Moonstruck|Vincent Gardenia,,,,,,,,,,,
3480|1987|Actress in a Leading Role|1|Moonstruck|Cher,,,,,,,,,,,
3481|1987|Actress in a Supporting Role|1|Moonstruck|Olympia Dukakis,,,,,,,,,,,
3482|1987|Best Picture|0|Moonstruck |Patrick Palmer and Norman Jewison, Producers,,,,,,,,,,
3483|1987|Directing|0|Moonstruck |Norman Jewison,,,,,,,,,,,
3484|1987|Writing (Screenplay Written Directly for the Screen)|1|Moonstruck |John Patrick Shanley,,,,,,,,,,,
3485|1998|Short Film (Animated)|0|More |Mark Osborne, Steve Kalafer,,,,,,,,,,
3486|1966|Actress|0|Morgan!|Vanessa Redgrave,,,,,,,,,,,
3487|1966|Costume Design (Black and White)|0|Morgan! |Jocelyn Rickards,,,,,,,,,,,
3488|1965|Cinematography (Black and White)|0|Morituri |Conrad Hall,,,,,,,,,,,
3489|1965|Costume Design (Black and White)|0|Morituri |Moss Mabry,,,,,,,,,,,
3490|1980|Foreign Language Film|1|Moscow Does Not Believe in Tears |Union of Soviet Socialist Republics,,,,,,,,,,,
3491|2003|Short Film (Live Action)|0|Most (The Bridge) |Bobby Garabedian and William Zabka,,,,,,,,,,,
3492|1957|Foreign Language Film|0|Mother India |India,,,,,,,,,,,
3493|1952|Actor|0|Moulin Rouge|Jos?© Ferrer,,,,,,,,,,,
3494|2001|Actress in a Leading Role|0|Moulin Rouge|Nicole Kidman,,,,,,,,,,,
3495|1952|Actress in a Supporting Role|0|Moulin Rouge|Colette Marchand,,,,,,,,,,,
3496|2001|Art Direction|1|Moulin Rouge |Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,,,,,,,,,,,
3497|1952|Art Direction (Color)|1|Moulin Rouge |Art Direction: Paul Sheriff; Set Decoration: Marcel Vertes,,,,,,,,,,,
3498|1952|Best Motion Picture|0|Moulin Rouge |Romulus Films,,,,,,,,,,,
3499|2001|Best Picture|0|Moulin Rouge |Martin Brown, Baz Luhrmann and Fred Baron, Producers,,,,,,,,,
3500|2001|Cinematography|0|Moulin Rouge |Donald M. McAlpine,,,,,,,,,,,
3501|2001|Costume Design|1|Moulin Rouge |Catherine Martin, Angus Strathie,,,,,,,,,,
3502|1952|Costume Design (Color)|1|Moulin Rouge |Marcel Vertes,,,,,,,,,,,
3503|1952|Directing|0|Moulin Rouge |John Huston,,,,,,,,,,,
3504|1952|Film Editing|0|Moulin Rouge |Ralph Kemplen,,,,,,,,,,,
3505|2001|Film Editing|0|Moulin Rouge |Jill Bilcock,,,,,,,,,,,
3506|2001|Makeup|0|Moulin Rouge |Maurizio Silvi, Aldo Signoretti,,,,,,,,,,
3507|2001|Sound|0|Moulin Rouge |Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics,,,,,,,,
3508|1960|Short Subject (Cartoon)|0|Mouse and Garden |Warner Brothers,,,,,,,,,,,
3509|1990|Actress in a Leading Role|0|Mr. & Mrs. Bridge|Joanne Woodward,,,,,,,,,,,
3510|1995|Actor in a Leading Role|0|Mr. Holland's Opus|Richard Dreyfuss,,,,,,,,,,,
3511|2013|Short Film (Animated)|1|Mr. Hublot |Laurent Witz and Alexandre Espigares,,,,,,,,,,,
3512|1955|Writing (Story and Screenplay)|0|Mr. Hulot's Holiday |Jacques Tati, Henri Marquet,,,,,,,,,,
3513|1992|Actor in a Supporting Role|0|Mr. Saturday Night|David Paymer,,,,,,,,,,,
3514|2014|Cinematography|0|Mr. Turner |Dick Pope,,,,,,,,,,,
3515|2014|Costume Design|0|Mr. Turner |Jacqueline Durran,,,,,,,,,,,
3516|2014|Music (Original Score)|0|Mr. Turner |Gary Yershon,,,,,,,,,,,
3517|2014|Production Design|0|Mr. Turner |Production Design: Suzie Davies; Set Decoration: Charlotte Watts,,,,,,,,,,,
3518|1997|Actress in a Leading Role|0|Mrs. Brown|Judi Dench,,,,,,,,,,,
3519|1997|Makeup|0|Mrs. Brown |Lisa Westcott, Veronica Brebner, Beverley Binda,,,,,,,,,
3520|1993|Makeup|1|Mrs. Doubtfire |Greg Cannom, Ve Neill, Yolanda Toussieng,,,,,,,,,
3521|2005|Actress in a Leading Role|0|Mrs. Henderson Presents|Judi Dench,,,,,,,,,,,
3522|2005|Costume Design|0|Mrs. Henderson Presents |Sandy Powell,,,,,,,,,,,
3523|2002|Short Film (Animated)|0|Mt. Head |Koji Yamamura,,,,,,,,,,,
3524|1981|Foreign Language Film|0|Muddy River |Japan,,,,,,,,,,,
3525|1998|Music (Original Musical or Comedy Score)|0|Mulan |Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,,,,,,,,,,,
3526|2001|Directing|0|Mulholland Drive |David Lynch,,,,,,,,,,,
3527|2005|Best Picture|0|Munich |Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers,,,,,,,,,
3528|2005|Directing|0|Munich |Steven Spielberg,,,,,,,,,,,
3529|2005|Film Editing|0|Munich |Michael Kahn,,,,,,,,,,,
3530|2005|Music (Original Score)|0|Munich |John Williams,,,,,,,,,,,
3531|2005|Writing (Adapted Screenplay)|0|Munich |Screenplay by Tony Kushner and Eric Roth,,,,,,,,,,,
3532|1960|Short Subject (Cartoon)|1|Munro |William L. Snyder, Producer,,,,,,,,,,
3533|1965|Documentary (Short Subject)|0|Mural on Our Street |Kirk Smallman, Producer,,,,,,,,,,
3534|2001|Documentary (Feature)|1|Murder on a Sunday Morning |Jean-Xavier de Lestrade, Denis Poncet,,,,,,,,,,
3535|1974|Actor|0|Murder on the Orient Express|Albert Finney,,,,,,,,,,,
3536|1974|Actress in a Supporting Role|1|Murder on the Orient Express|Ingrid Bergman,,,,,,,,,,,
3537|1974|Cinematography|0|Murder on the Orient Express |Geoffrey Unsworth,,,,,,,,,,,
3538|1974|Costume Design|0|Murder on the Orient Express |Tony Walton,,,,,,,,,,,
3539|1974|Music (Original Dramatic Score)|0|Murder on the Orient Express |Richard Rodney Bennett,,,,,,,,,,,
3540|1974|Writing (Screenplay Adapted from Other Material)|0|Murder on the Orient Express |Paul Dehn,,,,,,,,,,,
3541|1960|Actor in a Supporting Role|0|Murder, Inc.|Peter Falk,,,,,,,,,,
3542|2005|Documentary (Feature)|0|Murderball |Henry-Alex Rubin and Dana Adam Shapiro,,,,,,,,,,,
3543|1972|Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)|0|Murmur of the Heart |Louis Malle,,,,,,,,,,
3544|1985|Actor in a Leading Role|0|Murphy's Romance|James Garner,,,,,,,,,,,
3545|1985|Cinematography|0|Murphy's Romance |William A. Fraker,,,,,,,,,,,
3546|1989|Actress in a Leading Role|0|Music Box|Jessica Lange,,,,,,,,,,,
3547|2009|Documentary (Short Subject)|1|Music by Prudence |Roger Ross Williams and Elinor Burkett,,,,,,,,,,,
3548|1992|Documentary (Feature)|0|Music for the Movies: Bernard Herrmann |Margaret Smilow and Roma Baran, Producers,,,,,,,,,,
3549|1999|Actress in a Leading Role|0|Music of the Heart|Meryl Streep,,,,,,,,,,,
3550|2015|Foreign Language Film|0|Mustang|France,,,,,,,,,,,
3551|1962|Art Direction (Color)|0|Mutiny on the Bounty |Art Direction: George W. Davis, J. McMillan Johnson; Set Decoration: Henry Grace, Hugh Hunt,,,,,,,,,
3552|1962|Best Picture|0|Mutiny on the Bounty |Aaron Rosenberg, Producer,,,,,,,,,,
3553|1962|Cinematography (Color)|0|Mutiny on the Bounty |Robert L. Surtees,,,,,,,,,,,
3554|1962|Film Editing|0|Mutiny on the Bounty |John McSweeney, Jr.,,,,,,,,,,
3555|1962|Music (Music Score, Substantially Original)|0|Mutiny on the Bounty |Bronislau Kaper,,,,,,,,,,
3556|1962|Special Effects|0|Mutiny on the Bounty |Visual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory,,,,,,,,,,,
3557|2003|Documentary (Feature)|0|My Architect |Nathaniel Kahn and Susan R. Behr,,,,,,,,,,,
3558|1986|Writing (Screenplay Written Directly for the Screen)|0|My Beautiful Laundrette |Hanif Kureishi,,,,,,,,,,,
3559|1997|Music (Original Musical or Comedy Score)|0|My Best Friend's Wedding |James Newton Howard,,,,,,,,,,,
3560|2002|Writing (Original Screenplay)|0|My Big Fat Greek Wedding |Written by Nia Vardalos,,,,,,,,,,,
3561|1980|Costume Design|0|My Brilliant Career |Anna Senior,,,,,,,,,,,
3562|1950|Short Subject (Two Reel)|0|My Country 'Tis of Thee |Gordon Hollingshead, Producer,,,,,,,,,,
3563|2006|Documentary (Feature)|0|My Country, My Country |Laura Poitras and Jocelyn Glatzer,,,,,,,,,,
3564|1952|Actor in a Supporting Role|0|My Cousin Rachel|Richard Burton,,,,,,,,,,,
3565|1952|Art Direction (Black and White)|0|My Cousin Rachel |Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Walter M. Scott,,,,,,,,,,
3566|1952|Cinematography (Black and White)|0|My Cousin Rachel |Joseph LaShelle,,,,,,,,,,,
3567|1952|Costume Design (Black and White)|0|My Cousin Rachel |Charles LeMaire, Dorothy Jeakins,,,,,,,,,,
3568|1992|Actress in a Supporting Role|1|My Cousin Vinny|Marisa Tomei,,,,,,,,,,,
3569|1972|Foreign Language Film|0|My Dearest Se?±orita |Spain,,,,,,,,,,,
3570|1964|Actor|1|My Fair Lady|Rex Harrison,,,,,,,,,,,
3571|1964|Actor in a Supporting Role|0|My Fair Lady|Stanley Holloway,,,,,,,,,,,
3572|1964|Actress in a Supporting Role|0|My Fair Lady|Gladys Cooper,,,,,,,,,,,
3573|1964|Art Direction (Color)|1|My Fair Lady |Art Direction: Gene Allen, Cecil Beaton; Set Decoration: George James Hopkins,,,,,,,,,,
3574|1964|Best Picture|1|My Fair Lady |Jack L. Warner, Producer,,,,,,,,,,
3575|1964|Cinematography (Color)|1|My Fair Lady |Harry Stradling,,,,,,,,,,,
3576|1964|Costume Design (Color)|1|My Fair Lady |Cecil Beaton,,,,,,,,,,,
3577|1964|Directing|1|My Fair Lady |George Cukor,,,,,,,,,,,
3578|1964|Film Editing|0|My Fair Lady |William Ziegler,,,,,,,,,,,
3579|1964|Music (Scoring of Music, Adaptation or Treatment)|1|My Fair Lady |Andre Previn,,,,,,,,,,
3580|1964|Sound|1|My Fair Lady |Warner Brothers Studio Sound Department, George R. Groves, Sound Director,,,,,,,,,
3581|1964|Writing (Screenplay, Based on Material from Another Medium)|0|My Fair Lady |Alan Jay Lerner,,,,,,,,,,
3582|1995|Makeup|0|My Family, Mi Familia |Ken Diaz, Mark Sanchez,,,,,,,,,
3583|1982|Actor in a Leading Role|0|My Favorite Year|Peter O'Toole,,,,,,,,,,,
3584|1963|Short Subject (Cartoon)|0|My Financial Career |Colin Low and Tom Daly, Producers,,,,,,,,,,
3585|1962|Costume Design (Color)|0|My Geisha |Edith Head,,,,,,,,,,,
3586|1999|Short Film (Animated)|0|My Grandmother Ironed the King's Shirts |Torill Kove,,,,,,,,,,,
3587|1989|Actor in a Leading Role|1|My Left Foot|Daniel Day Lewis,,,,,,,,,,,
3588|1989|Actress in a Supporting Role|1|My Left Foot|Brenda Fricker,,,,,,,,,,,
3589|1989|Best Picture|0|My Left Foot |Noel Pearson, Producer,,,,,,,,,,
3590|1989|Directing|0|My Left Foot |Jim Sheridan,,,,,,,,,,,
3591|1989|Writing (Screenplay Based on Material from Another Medium)|0|My Left Foot |Jim Sheridan, Shane Connaughton,,,,,,,,,,
3592|1987|Directing|0|My Life as a Dog |Lasse Hallstr??m,,,,,,,,,,,
3593|1987|Writing (Screenplay Based on Material from Another Medium)|0|My Life as a Dog |Lasse Hallstr??m, Reidar J??nsson, Brasse Br?§nnstr??m, Per Berglund,,,,,,,,
3594|2007|Short Film (Animated)|0|My Love (Moya Lyubov) |Alexander Petrov,,,,,,,,,,,
3595|1999|Short Film (Live Action)|1|My Mother Dreams the Satan's Disciples in New York |Barbara Schock, Tammy Tiehel,,,,,,,,,,
3596|1969|Foreign Language Film|0|My Night at Maud's |France,,,,,,,,,,,
3597|1970|Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)|0|My Night at Maud's |Eric Rohmer,,,,,,,,,,
3598|1952|Writing (Motion Picture Story)|0|My Son John |Leo McCarey,,,,,,,,,,,
3599|1986|Foreign Language Film|0|My Sweet Little Village |Czechoslovakia,,,,,,,,,,,
3600|1958|Foreign Language Film|1|My Uncle |France,,,,,,,,,,,
3601|2011|Actor in a Supporting Role|0|My Week with Marilyn|Kenneth Branagh,,,,,,,,,,,
3602|2011|Actress in a Leading Role|0|My Week with Marilyn|Michelle Williams,,,,,,,,,,,
3603|1990|Honorary Award|1|Myrna Loy|,,,,,,,,,,,
3604|1959|Short Subject (Live Action)|0|Mysteries of the Deep |Walt Disney, Producer,,,,,,,,,,
3605|1978|Documentary (Feature)|0|Mysterious Castles of Clay |Alan Root, Producer,,,,,,,,,,
3606|1950|Writing (Motion Picture Story)|0|Mystery Street |Leonard Spigelgass,,,,,,,,,,,
3607|2003|Actor in a Leading Role|1|Mystic River|Sean Penn,,,,,,,,,,,
3608|2003|Actor in a Supporting Role|1|Mystic River|Tim Robbins,,,,,,,,,,,
3609|2003|Actress in a Supporting Role|0|Mystic River|Marcia Gay Harden,,,,,,,,,,,
3610|2003|Best Picture|0|Mystic River |Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers,,,,,,,,,
3611|2003|Directing|0|Mystic River |Clint Eastwood,,,,,,,,,,,
3612|2003|Writing (Adapted Screenplay)|0|Mystic River |Screenplay by Brian Helgeland,,,,,,,,,,,
3613|2000|John A. Bonner Medal of Commendation|1|N. Paul Kenworthy, Jr.|,,,,,,,,,,
3614|2010|Short Film (Live Action)|0|Na Wewe |Ivan Goldschmidt,,,,,,,,,,,
3615|1979|Documentary (Short Subject)|0|Nails |Phillip Borsos, Producer,,,,,,,,,,
3616|1974|Documentary (Short Subject)|0|Naked Yoga |Ronald S. Kass and Mervyn Lloyd, Producers,,,,,,,,,,
3617|1972|Music (Original Dramatic Score)|0|Napoleon and Samantha |Buddy Baker,,,,,,,,,,,
3618|1975|Actress in a Supporting Role|0|Nashville|Ronee Blakley,,,,,,,,,,,
3619|1975|Actress in a Supporting Role|0|Nashville|Lily Tomlin,,,,,,,,,,,
3620|1975|Best Picture|0|Nashville |Robert Altman, Producer,,,,,,,,,,
3621|1975|Directing|0|Nashville |Robert Altman,,,,,,,,,,,
3622|1951|Short Subject (Two Reel)|1|Nature's Half Acre |Walt Disney, Producer,,,,,,,,,,
3623|1952|Cinematography (Black and White)|0|Navajo |Virgil E. Miller,,,,,,,,,,,
3624|1952|Documentary (Feature)|0|Navajo |Hall Bartlett, Producer,,,,,,,,,,
3625|2013|Actor in a Leading Role|0|Nebraska|Bruce Dern,,,,,,,,,,,
3626|2013|Actress in a Supporting Role|0|Nebraska|June Squibb,,,,,,,,,,,
3627|2013|Best Picture|0|Nebraska |Albert Berger and Ron Yerxa, Producers,,,,,,,,,,
3628|2013|Cinematography|0|Nebraska |Phedon Papamichael,,,,,,,,,,,
3629|2013|Directing|0|Nebraska |Alexander Payne,,,,,,,,,,,
3630|2013|Writing (Original Screenplay)|0|Nebraska |Written by Bob Nelson,,,,,,,,,,,
3631|1952|Documentary (Short Subject)|1|Neighbours |Norman McLaren, Producer,,,,,,,,,,
3632|1952|Short Subject (One Reel)|0|Neighbours |Norman McLaren, Producer,,,,,,,,,,
3633|1994|Actress in a Leading Role|0|Nell|Jodie Foster,,,,,,,,,,,
3634|1961|Short Subject (Cartoon)|0|Nelly's Folly |Chuck Jones, Producer,,,,,,,,,,
3635|1976|Actor in a Leading Role|1|Network|Peter Finch,,,,,,,,,,,
3636|1976|Actor in a Leading Role|0|Network|William Holden,,,,,,,,,,,
3637|1976|Actor in a Supporting Role|0|Network|Ned Beatty,,,,,,,,,,,
3638|1976|Actress in a Leading Role|1|Network|Faye Dunaway,,,,,,,,,,,
3639|1976|Actress in a Supporting Role|1|Network|Beatrice Straight,,,,,,,,,,,
3640|1976|Best Picture|0|Network |Howard Gottfried, Producer,,,,,,,,,,
3641|1976|Cinematography|0|Network |Owen Roizman,,,,,,,,,,,
3642|1976|Directing|0|Network |Sidney Lumet,,,,,,,,,,,
3643|1976|Film Editing|0|Network |Alan Heim,,,,,,,,,,,
3644|1976|Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced)|1|Network |Paddy Chayefsky,,,,,,,,,,
3645|1983|Sound|0|Never Cry Wolf |Alan R. Splet, Todd Boekelheide, Randy Thom, David Parker,,,,,,,,
3646|1995|Documentary (Short Subject)|0|Never Give Up: The 20th Century Odyssey of Herbert Zipper |Terry Sanders, Freida Lee Mock,,,,,,,,,,
3647|1960|Actress|0|Never on Sunday|Melina Mercouri,,,,,,,,,,,
3648|1960|Costume Design (Black and White)|0|Never on Sunday |Deni Vachlioti,,,,,,,,,,,
3649|1960|Directing|0|Never on Sunday |Jules Dassin,,,,,,,,,,,
3650|1960|Writing (Story and Screenplay, Written Directly for the Screen)|0|Never on Sunday |Jules Dassin,,,,,,,,,,
3651|2008|Short Film (Live Action)|0|New Boy |Steph Green and Tamara Anghie,,,,,,,,,,,
3652|2003|Short Film (Animated)|0|Nibbles |Chris Hinton,,,,,,,,,,,
3653|1971|Actress|0|Nicholas and Alexandra|Janet Suzman,,,,,,,,,,,
3654|1971|Art Direction|1|Nicholas and Alexandra |Art Direction: John Box, Ernest Archer, Jack Maxsted, Gil Parrondo; Set Decoration: Vernon Dixon,,,,,,,,
3655|1971|Best Picture|0|Nicholas and Alexandra |Sam Spiegel, Producer,,,,,,,,,,
3656|1971|Cinematography|0|Nicholas and Alexandra |Freddie Young,,,,,,,,,,,
3657|1971|Costume Design|1|Nicholas and Alexandra |Yvonne Blake, Antonio Castillo,,,,,,,,,,
3658|1971|Music (Original Dramatic Score)|0|Nicholas and Alexandra |Richard Rodney Bennett,,,,,,,,,,,
3659|1954|Writing (Motion Picture Story)|0|Night People |Jed Harris, Tom Reed,,,,,,,,,,
3660|2014|Writing (Original Screenplay)|0|Nightcrawler |Written by Dan Gilroy,,,,,,,,,,,
3661|1976|Short Film (Live Action)|0|Nightlife |Claire Wilbur and Robin Lehman, Producers,,,,,,,,,,
3662|1976|Foreign Language Film|0|Nights and Days |Poland,,,,,,,,,,,
3663|2009|Actress in a Supporting Role|0|Nine|Pen?©lope Cruz,,,,,,,,,,,
3664|2009|Art Direction|0|Nine |Production Design: John Myhre; Set Decoration: Gordon Sim,,,,,,,,,,,
3665|2009|Costume Design|0|Nine |Colleen Atwood,,,,,,,,,,,
3666|1964|Documentary (Short Subject)|1|Nine from Little Rock |Charles Guggenheim, Producer,,,,,,,,,,
3667|1957|Foreign Language Film|0|Nine Lives |Norway,,,,,,,,,,,
3668|1995|Actor in a Leading Role|0|Nixon|Anthony Hopkins,,,,,,,,,,,
3669|1995|Actress in a Supporting Role|0|Nixon|Joan Allen,,,,,,,,,,,
3670|1995|Music (Original Dramatic Score)|0|Nixon |John Williams,,,,,,,,,,,
3671|1995|Writing (Screenplay Written Directly for the Screen)|0|Nixon |Stephen J. Rivele, Christopher Wilkinson, Oliver Stone,,,,,,,,,
3672|2012|Foreign Language Film|0|No |Chile,,,,,,,,,,,
3673|2007|Actor in a Supporting Role|1|No Country for Old Men|Javier Bardem,,,,,,,,,,,
3674|2007|Best Picture|1|No Country for Old Men |Scott Rudin, Ethan Coen and Joel Coen, Producers,,,,,,,,,
3675|2007|Cinematography|0|No Country for Old Men |Roger Deakins,,,,,,,,,,,
3676|2007|Directing|1|No Country for Old Men |Joel Coen and Ethan Coen,,,,,,,,,,,
3677|2007|Film Editing|0|No Country for Old Men |Roderick Jaynes,,,,,,,,,,,
3678|2007|Sound Editing|0|No Country for Old Men |Skip Lievsay,,,,,,,,,,,
3679|2007|Sound Mixing|0|No Country for Old Men |Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland,,,,,,,,,
3680|2007|Writing (Adapted Screenplay)|1|No Country for Old Men |Written for the screen by Joel Coen & Ethan Coen,,,,,,,,,,,
